Country,Position,Rank,Agent_IDs,Original_USD,Converted_PKR,Final_PKR
Nicaragua,3|0.094,Bronze,2266,0.094000,27.26,40.89
Nicaragua,3|0.502,Bronze,"2579,2750,3193,3370",0.502000,145.58,181.98
Nicaragua,3|0.198,Bronze,3001,0.198000,57.42,80.39
"Moldova, Republic of",3|0.502,Bronze,"2260,2579,2738,2750,3193,3370",0.502000,145.58,181.98
"Moldova, Republic of",3|0.05,Bronze,2263,0.050000,14.50,29.00
"Moldova, Republic of",3|0.094,Bronze,2266,0.094000,27.26,40.89
"Moldova, Republic of",3|0.376,Bronze,"2920,3239",0.376000,109.04,136.30
"Moldova, Republic of",3|0.198,Bronze,3001,0.198000,57.42,80.39
"Moldova, Republic of",3|0.131,Bronze,3237,0.131000,37.99,56.98
"Moldova, Republic of",3|0.148,Bronze,"3335,3418",0.148000,42.92,64.38
United States,3|0.315,Bronze,2263,0.315000,91.35,127.89
United States,3|0.306,Bronze,2495,0.306000,88.74,124.24
United States,3|0.106,Bronze,2617,0.106000,30.74,46.11
United States,3|0.407,Bronze,"2738,3193,3370",0.407000,118.03,147.54
United States,3|0.198,Bronze,3001,0.198000,57.42,80.39
Saudi Arabia,3|0.094,Bronze,2266,0.094000,27.26,40.89
Saudi Arabia,3|0.126,Bronze,2377,0.126000,36.54,54.81
Saudi Arabia,3|0.502,Bronze,"2579,3160,3193,3330,3370",0.502000,145.58,181.98
Saudi Arabia,3|0.198,Bronze,3001,0.198000,57.42,80.39
Thailand,3|0.118,Bronze,2217,0.118000,34.22,51.33
Thailand,3|0.218,Bronze,"2579,2750,3160,3193,3309,3330,3370",0.218000,63.22,88.51
Thailand,3|0.198,Bronze,3001,0.198000,57.42,80.39
Thailand,3|0.01,Bronze,3237,0.010000,2.90,5.80
Thailand,3|0.067,Bronze,"3340,3393",0.067000,19.43,38.86
Benin,3|0.094,Bronze,2266,0.094000,27.26,40.89
Benin,3|0.252,Bronze,"2579,2750,3193,3309,3370,3371,3393",0.252000,73.08,102.31
Benin,3|0.198,Bronze,3001,0.198000,57.42,80.39
Costa Rica,3|0.094,Bronze,2266,0.094000,27.26,40.89
Costa Rica,3|0.198,Bronze,3001,0.198000,57.42,80.39
Costa Rica,3|0.252,Bronze,3370,0.252000,73.08,102.31
Burkina Faso,3|0.089,Bronze,2217,0.089000,25.81,38.71
Burkina Faso,3|0.094,Bronze,2266,0.094000,27.26,40.89
Burkina Faso,3|0.252,Bronze,"2750,3193,3370",0.252000,73.08,102.31
Burkina Faso,3|0.198,Bronze,3001,0.198000,57.42,80.39
Qatar,3|0.094,Bronze,2266,0.094000,27.26,40.89
Qatar,3|0.198,Bronze,3001,0.198000,57.42,80.39
Qatar,3|0.252,Bronze,"3370,3371,3393",0.252000,73.08,102.31
Belgium,3|0.094,Bronze,2266,0.094000,27.26,40.89
Belgium,3|0.571,Bronze,"2579,2750,3160,3193,3370,3393",0.571000,165.59,206.99
Belgium,3|0.198,Bronze,3001,0.198000,57.42,80.39
Belgium,3|0.475,Bronze,3237,0.475000,137.75,172.19
Belgium,3|0.539,Bronze,3309,0.539000,156.31,195.39
Belgium,3|0.536,Bronze,3335,0.536000,155.44,194.30
Belgium,3|0.51,Bronze,3371,0.510000,147.90,184.88
United Kingdom,3|0.376,Bronze,"1015,1017",0.376000,109.04,136.30
United Kingdom,3|0.502,Bronze,"2260,2291,2579,2750,2914,3160,3193,3330,3368,3370,3406",0.502000,145.58,181.98
United Kingdom,3|0.034,Bronze,"2263,2442,3309,3328,3329,3371,3393",0.034000,9.86,19.72
United Kingdom,3|0.094,Bronze,2266,0.094000,27.26,40.89
United Kingdom,3|0.022,Bronze,2295,0.022000,6.38,12.76
United Kingdom,3|0.04,Bronze,2738,0.040000,11.60,23.20
United Kingdom,3|0.024,Bronze,2739,0.024000,6.96,13.92
United Kingdom,3|0.198,Bronze,3001,0.198000,57.42,80.39
United Kingdom,3|0.014,Bronze,3212,0.014000,4.06,8.12
United Kingdom,3|0.008,Bronze,3237,0.008000,2.32,4.64
United Kingdom,3|0.074,Bronze,3335,0.074000,21.46,32.19
United Kingdom,3|0.191,Bronze,3397,0.191000,55.39,77.55
United Kingdom,1|0.502,Gold,3435,0.502000,145.58,181.98
Reunion,3|0.198,Bronze,3001,0.198000,57.42,80.39
Reunion,3|0.252,Bronze,"3309,3370,3371,3393",0.252000,73.08,102.31
Oman,3|0.198,Bronze,3001,0.198000,57.42,80.39
Oman,3|0.252,Bronze,3370,0.252000,73.08,102.31
Congo,3|0.094,Bronze,2266,0.094000,27.26,40.89
Congo,3|0.198,Bronze,3001,0.198000,57.42,80.39
Congo,3|0.252,Bronze,"3309,3370,3371,3393,3421",0.252000,73.08,102.31
Yemen,3|0.094,Bronze,2266,0.094000,27.26,40.89
Yemen,3|0.17,Bronze,2377,0.170000,49.30,73.95
Yemen,3|0.252,Bronze,"2579,3193,3309,3330,3370,3371,3393",0.252000,73.08,102.31
Yemen,3|0.198,Bronze,3001,0.198000,57.42,80.39
Uruguay,3|0.094,Bronze,2266,0.094000,27.26,40.89
Uruguay,3|0.198,Bronze,3001,0.198000,57.42,80.39
Uruguay,3|0.418,Bronze,"3309,3370,3393",0.418000,121.22,151.53
Uruguay,3|0.374,Bronze,3371,0.374000,108.46,135.57
Iraq,3|0.094,Bronze,2266,0.094000,27.26,40.89
Iraq,3|0.198,Bronze,3001,0.198000,57.42,80.39
Iraq,3|0.252,Bronze,"3168,3193,3309,3328,3330,3370,3371,3393",0.252000,73.08,102.31
Iraq,3|0.19,Bronze,3421,0.190000,55.10,77.14
Senegal,3|0.094,Bronze,2266,0.094000,27.26,40.89
