Country,Rank,Agent_IDs,Original_USD,Converted_PKR,Final_PKR
Rwanda,Bronze,"3370,3371,3309,3393",0.191000,55.39,77.55
Gabon,Bronze,"2750,3193,3160,3370,3309,3393",0.191000,55.39,77.55
Gabon,Bronze,3371,0.190000,55.10,77.14
Nicaragua,Bronze,"2750,3193,3370,3371,3393,3309",0.191000,55.39,77.55
United States,Bronze,2617,0.102000,29.58,44.37
United States,Bronze,3170,0.094000,27.26,40.89
United States,Bronze,3196,0.080000,23.20,34.80
United States,Bronze,3193,0.128000,37.12,55.68
United States,Bronze,2495,0.048000,13.92,41.76
United States,Bronze,3237,0.035000,10.15,30.45
United States,Bronze,3370,0.353000,102.37,127.96
Saudi Arabia,Bronze,2377,0.142000,41.18,61.77
Saudi Arabia,Bronze,"3193,3160,3330,3370",0.191000,55.39,77.55
Thailand,Bronze,"2750,3193,3160,3330,3309",0.051000,14.79,44.37
Benin,Bronze,"2750,2579,3193,3370,3309,3393",0.191000,55.39,77.55
Benin,Bronze,3371,0.140000,40.60,60.90
Costa Rica,Bronze,3370,0.191000,55.39,77.55
Burkina Faso,Bronze,"2750,3370",0.191000,55.39,77.55
Qatar,Bronze,"3370,3371,3393",0.191000,55.39,77.55
Belgium,Bronze,"2750,2579,3160,3193,3309,3370,3393",0.430000,124.70,155.88
Belgium,Bronze,3335,0.342000,99.18,138.85
Belgium,Bronze,3371,0.384000,111.36,139.20
United Kingdom,Bronze,2263,0.034000,9.86,29.58
United Kingdom,Silver,2442,0.026000,7.54,22.62
United Kingdom,Bronze,2738,0.040000,11.60,34.80
United Kingdom,Bronze,"2750,2579,3160,2291,3193,3330,3406,3370,3335,3168,2914,3397",0.051000,14.79,44.37
United Kingdom,Bronze,"2739,3309,3329,3393,3328,3371",0.024000,6.96,20.88
United Kingdom,Bronze,2295,0.027000,7.83,23.49
United Kingdom,Silver,3237,0.008000,2.32,6.96
United Kingdom,Gold,"3368,3435",0.051000,14.79,44.37
United Kingdom,Bronze,3212,0.014000,4.06,12.18
United Kingdom,Bronze,"1015,1017",0.039000,11.31,33.93
Reunion,Bronze,"3370,3371,3393,3309",0.191000,55.39,77.55
Oman,Bronze,"3370,3371,3393",0.191000,55.39,77.55
Congo,Bronze,"3370,3393,3309,3421",0.191000,55.39,77.55
Congo,Bronze,3371,0.190000,55.10,77.14
Yemen,Bronze,2377,0.082000,23.78,35.67
Yemen,Bronze,"3193,3330,3370,2579,3371,3393,3309",0.191000,55.39,77.55
Uruguay,Bronze,"2579,3370,3393,3309",0.314000,91.06,127.48
Uruguay,Bronze,3371,0.280000,81.20,113.68
Iraq,Bronze,"3193,3330,3370,3371,3393,3309,3168,3328",0.191000,55.39,77.55
Iraq,Bronze,3421,0.143000,41.47,62.20
Senegal,Bronze,"2750,3193,3370,3371,3309,3393",0.191000,55.39,77.55
Germany,Bronze,2263,0.136000,39.44,59.16
Germany,Bronze,2738,0.155000,44.95,67.43
Germany,Bronze,"2750,2579,2442,3193,3160,3329,3330,2567,3370,3428,2966,3309",0.335000,97.15,136.01
Germany,Silver,2739,0.118000,34.22,51.33
Germany,Bronze,3094,0.181000,52.49,73.49
Germany,Silver,3237,0.014000,4.06,12.18
Germany,Bronze,"3394,3335",0.222000,64.38,90.13
Germany,Bronze,"3393,3418,3371",0.094000,27.26,40.89
Germany,Bronze,3087,0.200000,58.00,81.20
Germany,Bronze,3168,0.114000,33.06,49.59
Germany,Gold,3435,0.335000,97.15,136.01
Lao People`s,Bronze,"3193,3330",0.051000,14.79,44.37
Poland,Bronze,2263,0.252000,73.08,102.31
Poland,Bronze,2738,0.280000,81.20,113.68
Poland,Bronze,"2579,3193,2442,2567,3330,3370,3428,3393",0.494000,143.26,179.07
Poland,Gold,2739,0.059000,17.11,51.33
Poland,Silver,2295,0.047000,13.63,40.89
Poland,Bronze,"3160,2284",0.074000,21.46,32.19
Poland,Bronze,"3328,3309,3418",0.059000,17.11,51.33
Poland,Bronze,3237,0.012000,3.48,10.44
Poland,Bronze,3087,0.334000,96.86,135.60
Poland,Bronze,3335,0.135000,39.15,58.73
Poland,Bronze,1015,0.011000,3.19,9.57
Togo,Bronze,"2750,3193,3160,3370,3371,3309,3393",0.191000,55.39,77.55
Togo,Bronze,3168,0.143000,41.47,62.20
Niger,Bronze,"3370,3371,3309,3393",0.191000,55.39,77.55
Hungary,Bronze,"2750,2579,3193,3309,3370,3393",0.558000,161.82,202.28
Hungary,Bronze,3335,0.444000,128.76,160.95
Hungary,Bronze,3237,0.544000,157.76,197.20
Bhutan,Bronze,"3370,3371,3309,3393",0.181000,52.49,73.49
Burundi,Bronze,"2750,3193,3370,3371,3309,3393",0.191000,55.39,77.55
Equatorial Guinea,Bronze,3370,0.181000,52.49,73.49
United Arab Emirates,Bronze,"3160,2260,3370,3418,3328",0.191000,55.39,77.55
United Arab Emirates,Bronze,2920,0.118000,34.22,51.33
Trinidad and Tobago,Bronze,3370,0.191000,55.39,77.55
Cambodia,Bronze,"2750,3193,3160,3330,2579,3370,3371,3393,3309",0.369000,107.01,133.76
Cambodia,Bronze,3335,0.365000,105.85,132.31
Cambodia,Bronze,3237,0.358000,103.82,129.77
Cambodia,Bronze,3421,0.276000,80.04,112.06
South Sudan,Bronze,3370,0.191000,55.39,77.55
Mauritania,Bronze,"2750,3193,3370,3371,3309,3393",0.191000,55.39,77.55
China,Bronze,"3193,3371,3393,3309",0.247000,71.63,100.28
Kuwait,Bronze,"3370,3371,3393",0.191000,55.39,77.55
Guinea-Bissau,Bronze,"2750,2579,3370",0.191000,55.39,77.55
Maldives,Bronze,"3160,3370,3371,3393,3309",0.181000,52.49,73.49
Bosnia and Herzegovina,Bronze,"2750,3193,2260,3370",0.247000,71.63,100.28
Bosnia and Herzegovina,Bronze,2920,0.186000,53.94,75.52
Somalia,Bronze,"3370,3371,3393,3309",0.191000,55.39,77.55
Somalia,Bronze,3421,0.143000,41.47,62.20
Barbados,Bronze,"3370,3371,3393,3309",0.181000,52.49,73.49
Gambia,Bronze,"2750,3193,3330,3370,3371,3309,3393",0.191000,55.39,77.55
Armenia,Bronze,"2750,3193,3370,3371,3309,3393",0.191000,55.39,77.55
Guyana,Bronze,"3370,3371,3393,3309",0.191000,55.39,77.55
Chad,Bronze,"2750,3193,3330,3370,3371,3309,3393,2579",0.191000,55.39,77.55
Switzerland,Bronze,"2750,2579,3193,3160,2442,3329,3370,3394,3371,3393,3309",0.430000,124.70,155.88
Puerto Rico,Bronze,3370,0.191000,55.39,77.55
Serbia,Bronze,"3193,3371,3393,3309",0.051000,14.79,44.37
Estonia,Bronze,"2750,2291,3193,2738,3309,3393,3330,3370,3328,3168",0.067000,19.43,58.29
Estonia,Bronze,3335,0.058000,16.82,50.46
Bahrain,Bronze,"3370,3371,3393",0.191000,55.39,77.55
Czech Republic,Bronze,2263,0.090000,26.10,39.15
Czech Republic,Bronze,"2750,2579,2291,3193,3160,2260,3370",0.484000,140.36,175.45
Czech Republic,Bronze,2738,0.120000,34.80,52.20
Czech Republic,Bronze,"3309,3393,3371,3418",0.214000,62.06,86.88
Czech Republic,Silver,3237,0.028000,8.12,24.36
Czech Republic,Bronze,2739,0.060000,17.40,52.20
Czech Republic,Bronze,3087,0.334000,96.86,135.60
Czech Republic,Bronze,3335,0.383000,111.07,138.84
Czech Republic,Bronze,2920,0.055000,15.95,47.85
Guadeloupe,Bronze,"3370,3371,3393,3309",0.181000,52.49,73.49
Norway,Bronze,"2750,3193,2579,3370,3371,3393,3309",0.247000,71.63,100.28
Norway,Bronze,3168,0.223000,64.67,90.54
Italy,Bronze,2263,0.110000,31.90,47.85
Italy,Bronze,"2750,2442,2579,3193,3160,2615,3307,3393,3370,3406,3266,3371,3309,3418",0.247000,71.63,100.28
Italy,Bronze,2738,0.124000,35.96,53.94
Italy,Bronze,"2966,3329,3414,3421",0.186000,53.94,75.52
Italy,Bronze,2739,0.062000,17.98,53.94
Italy,Bronze,3168,0.056000,16.24,48.72
Italy,Bronze,3304,0.166000,48.14,72.21
Romania,Bronze,"2750,2579,2291,3193,3160,3330,3370",0.515000,149.35,186.69
Romania,Bronze,2738,0.250000,72.50,101.50
Romania,Bronze,2263,0.187000,54.23,75.92
Romania,Bronze,2739,0.119000,34.51,51.77
Romania,Bronze,"3393,3335,3328,3309",0.484000,140.36,175.45
Romania,Bronze,3168,0.107000,31.03,46.55
Cyprus,Bronze,"2750,3193,3370,2579,3371,3393,3309,3328",0.247000,71.63,100.28
Luxembourg,Bronze,"2750,2579,3193,3370,3309,3371,3393",0.247000,71.63,100.28
Suriname,Bronze,"3370,3371,3393,3309",0.181000,52.49,73.49
Guatemala,Bronze,"2579,3370,3371,3393,3309",0.247000,71.63,100.28
Guatemala,Bronze,3421,0.186000,53.94,75.52
Madagascar,Bronze,"3330,3370,3371,3309,3393",0.191000,55.39,77.55
Djibouti,Bronze,"3370,3371,3309,3393",0.181000,52.49,73.49
French Guiana,Bronze,3370,0.191000,55.39,77.55
Saint Lucia,Bronze,3370,0.181000,52.49,73.49
Montenegro,Bronze,"3370,3371,3393",0.247000,71.63,100.28
Canada,Bronze,"2262,2750,3330,3406,3370,3309,3393,3314",0.019000,5.51,16.53
Canada,Bronze,"2441,2767,2748,2677,2675,2681,2620,2568,3140",0.004000,1.16,3.48
Canada,Bronze,3160,0.006000,1.74,5.22
Canada,Bronze,3228,0.010000,2.90,8.70
Canada,Bronze,"3198,3329",0.014000,4.06,12.18
Cuba,Bronze,"2750,3160,3370,3371,3393,3309",0.191000,55.39,77.55
Greece,Bronze,"2750,2263",0.167000,48.43,72.64
Greece,Bronze,2738,0.200000,58.00,81.20
Greece,Bronze,"2579,3193,3160,2567,3370",0.467000,135.43,169.29
Greece,Bronze,"3309,3393,3418,3328",0.051000,14.79,44.37
Greece,Bronze,2739,0.118000,34.22,51.33
Greece,Silver,3335,0.064000,18.56,55.68
Chile,Bronze,"2750,3160,3193,3370,2579,3309,3393",0.181000,52.49,73.49
Chile,Bronze,"2421,3371",0.118000,34.22,51.33
Chile,Bronze,3235,0.135000,39.15,58.73
Chile,Bronze,"3350,2974",0.089000,25.81,38.71
Chile,Bronze,3237,0.075000,21.75,32.63
Georgia,Bronze,"2750,3193,3393,3370,2579,3371,3418",0.035000,10.15,30.45
Georgia,Bronze,"2738,2263",0.020000,5.80,17.40
Georgia,Bronze,3421,0.019000,5.51,16.53
Georgia,Bronze,3168,0.027000,7.83,23.49
Sierra Leone,Bronze,"2750,3160,3193,3370",0.191000,55.39,77.55
Bahamas,Bronze,"3370,3371,3393,3309",0.191000,55.39,77.55
Bolivia,Bronze,"2750,3193,3160,3370,3371,3393,3309",0.191000,55.39,77.55
Bolivia,Bronze,3168,0.143000,41.47,62.20
Grenada,Bronze,"3370,3371,3393,3309",0.181000,52.49,73.49
Latvia,Bronze,"2750,3193,3330,3370",0.123000,35.67,53.51
Latvia,Bronze,"3309,3371,3340,3393,3335",0.115000,33.35,50.03
Latvia,Bronze,3237,0.090000,26.10,39.15
Tajikistan,Bronze,"3193,2579,3370,3371,3309,3393",0.191000,55.39,77.55
Brunei Darussalam,Bronze,"3370,3371",0.181000,52.49,73.49
Cayman islands,Bronze,3370,0.181000,52.49,73.49
Saint Vincent,Bronze,3370,0.181000,52.49,73.49
Albania,Bronze,"2579,3371,3393",0.247000,71.63,100.28
Slovenia,Bronze,"2750,2579,2442,2291,3193,3160,3330,3370,3371,3393",0.247000,71.63,100.28
Slovenia,Bronze,3256,0.011000,3.19,9.57
Slovenia,Bronze,2263,0.126000,36.54,54.81
Slovenia,Bronze,2738,0.168000,48.72,73.08
Saint Kitts and Nevis,Bronze,3370,0.191000,55.39,77.55
Lithuania,Bronze,"2750,2579,3193,3330,3370,3393",0.251000,72.79,101.91
Lithuania,Bronze,"3309,3371",0.179000,51.91,72.67
Lithuania,Bronze,3087,0.134000,38.86,58.29
Lithuania,Bronze,3237,0.107000,31.03,46.55
Central African Republic,Bronze,3370,0.181000,52.49,73.49
Central African Republic,Bronze,3168,0.135000,39.15,58.73
Liberia,Bronze,"2750,3193,3160,3370,3371,3309,3393",0.191000,55.39,77.55
Japan,Bronze,"2750,2567,3160,3370,3421,3371,3393",5.158000,1495.82,1794.98
Japan,Gold,3436,3.869000,1122.01,1346.41
Guinea,Bronze,"2750,3193,3370,3371,3309,3393",0.191000,55.39,77.55
Aruba,Bronze,"3370,3371,3393,3309",0.191000,55.39,77.55
Comoros,Bronze,"3370,3371,3309,3393",0.181000,52.49,73.49
Slovakia,Bronze,"2750,3193,3309,2579,3370,3371,3393",0.247000,71.63,100.28
Anguilla,Bronze,"3370,3371,3393,3309",0.330000,95.70,133.98
Sao Tome and Principe,Bronze,3370,0.191000,55.39,77.55
Croatia,Bronze,"2750,2579,3193,3330,3370,3371,3309,3393",0.199000,57.71,80.79
Croatia,Bronze,2738,0.107000,31.03,46.55
Croatia,Bronze,2291,0.163000,47.27,70.91
Croatia,Bronze,2263,0.080000,23.20,34.80
Cape Verde,Bronze,3370,0.191000,55.39,77.55
Monaco,Bronze,"2750,3193,3370,3371,3393,3309",0.407000,118.03,147.54
Macedonia,Bronze,"2750,2579,3193",0.247000,71.63,100.28
Belize,Bronze,"3370,3371,3393,3309",0.191000,55.39,77.55
Belize,Bronze,3168,0.143000,41.47,62.20
New Caledonia,Bronze,3370,0.191000,55.39,77.55
New Zealand,Bronze,"2750,3160,3370,2263,2738",0.330000,95.70,133.98
New Zealand,Bronze,3237,0.247000,71.63,100.28
New Zealand,Bronze,3335,0.311000,90.19,126.27
Mongolia,Bronze,"3193,3370,3371,3393,3309",0.191000,55.39,77.55
Mongolia,Bronze,3168,0.143000,41.47,62.20
Lebanon,Bronze,"2750,3370,3371,3393,3309",0.191000,55.39,77.55
Lebanon,Bronze,3168,0.143000,41.47,62.20
Austria,Bronze,2263,0.628000,182.12,227.65
Austria,Bronze,"2750,2442,2579,3193,2632,3160,3330,3370,3309,3393",1.018000,295.22,354.26
Austria,Bronze,2738,0.947000,274.63,329.56
Austria,Bronze,"3329,3328,3371",0.911000,264.19,317.03
Austria,Bronze,3335,0.958000,277.82,333.38
Seychelles,Bronze,"3370,3371,3309,3393",0.191000,55.39,77.55
Australia,Bronze,"2442,2750,2579,3193,3160,3370,3309,3393",0.330000,95.70,133.98
Australia,Bronze,3212,0.178000,51.62,72.27
Australia,Bronze,"3335,3371",0.311000,90.19,126.27
Australia,Bronze,1384,0.320000,92.80,129.92
Montserrat,Bronze,"3370,3371,3393,3309",0.191000,55.39,77.55
Dominica,Bronze,"3370,3371,3393,3309",0.191000,55.39,77.55
Macau,Bronze,3371,0.191000,55.39,77.55
Iceland,Bronze,"2579,3370,3371,3393,3309",0.247000,71.63,100.28
Eritrea,Bronze,"3370,3371,3309,3393",0.330000,95.70,133.98
Kosovo,Bronze,"3370,3371,3393,3309",0.084000,24.36,36.54
Kosovo,Bronze,3168,0.063000,18.27,54.81
United States (virtual),Bronze,"2262,2750,2858,2442,3140,3193,3160,3228,3309,3393,3406,3335,3330,3418,3328",0.019000,5.51,16.53
United States (virtual),Bronze,"2441,2767,2748,2677,2675,2681,2620,2568,3212",0.007000,2.03,6.09
United States (virtual),Bronze,3209,0.010000,2.90,8.70
United States (virtual),Bronze,3154,0.014000,4.06,12.18
Gibraltar,Bronze,"2750,2579",1.916000,555.64,666.77
